row	label	geometry	liveness	semantics	target	reproducibility	frozen_gate	encodable	dispatched	distinct_actual_enc	records	legal_ok	silent	hard	fault_values	hang_values	collapsed	untested	valid_payloads	sem_checks	carriers	hazard
threadgroup_barrier.mem_scope	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	514	128	0	0	0	0	0	0	19	514	1	no
threadgroup_barrier.sub	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	514	64	0	0	0	0	0	0	7	514	1	no
tile_read.b2	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1536	256	0	0	0	0	0	0	1	1536	3	no
tile_read.b4	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1536	256	0	0	0	0	0	0	1	1536	3	no
tile_read.b6_hi	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	128	256	256	1024	128	256	0	0	0	0	n/a	2	1024	2	yes
tile_read.b7	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1536	4	694	0	0	0	0	0	45	1536	3	yes
tile_read.tail	untested	ledger-verified WITH COLLAPSE	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	n/a (width=32 bits)	1200	1062	6450	140	5233	0	0	0	13	n/a	14	6450	3	yes
tile_read_mrt.b4	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1536	256	0	0	0	0	0	0	1	1536	3	no
tile_read_mrt.b6_hi	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	128	256	256	1024	128	256	0	0	0	0	n/a	2	1024	2	yes
unpack_convert.cache	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	1024	192	128	512	0	256	0	0	2	1024	1	yes
unpack_convert.fmt_sel	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	16	256	256	2560	0	1780	0	0	0	0	n/a	96	2560	0	yes
unpack_convert.opdesc	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	1021	2048	0	1052	132	0	0	0	0	32	2048	0	yes
unpack_convert.size	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	16	256	256	7168	0	1780	4608	0	0	0	n/a	96	7168	0	yes
unpack_convert.src	untested	ledger-verified	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	1021	3168	4	1271	652	0	0	0	0	32	3168	0	yes
unpack_convert.src_class	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1120	0	219	520	0	0	0	0	8	1120	0	yes
vary_store.b5_tag	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	128	128	128	264	33	51	136	64	0	0	0	4	256	1	yes
vary_store.b7	single-template-inference	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	256	256	256	5120	256	0	0	0	0	0	0	1	512	10	no
vary_store.hint1	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	512	32	178	256	128	0	0	0	6	512	1	yes
vary_store.hint2	single-template-inference	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	256	256	256	5120	256	0	0	0	0	0	0	1	512	10	no
vtx_coord_xform.operand	untested	ledger-verified WITH COLLAPSE	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	n/a (width=40 bits)	606	1335	2688	606	987	39	0	0	4	n/a	2	2688	2	yes
vtx_out_pos.dst	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	16	16	16	224	16	4	0	0	0	0	0	3	224	4	yes
vtx_out_pos.slot	single-template-inference	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	3584	256	0	0	0	0	0	0	1	3584	4	no
